"Indicator","Country","Year","WHO region","World Bank income group","Display Value","Numeric","Low","High","Comments"
"Population living in urban areas (%)","Bosnia and Herzegovina","2010","Europe","","49","48.62000","","",""
"Population living in urban areas (%)","Botswana","2010","Africa","","61","61.13000","","",""
"Population living in urban areas (%)","Brazil","2010","Americas","","87","86.53000","","",""
"Population living in urban areas (%)","Brunei Darussalam","2010","Western Pacific","","76","75.65000","","",""
"Population living in urban areas (%)","Bulgaria","2010","Europe","","71","71.46000","","",""
"Population living in urban areas (%)","Burkina Faso","2010","Africa","","26","25.69000","","",""
"Population living in urban areas (%)","Burundi","2010","Africa","","11","11.00000","","",""
"Population living in urban areas (%)","Cambodia","2010","Western Pacific","","20","20.11000","","",""
"Population living in urban areas (%)","Cameroon","2010","Africa","","58","58.40000","","",""
"Population living in urban areas (%)","Canada","2010","Americas","","81","80.58000","","",""
"Population living in urban areas (%)","Cape Verde","2010","Africa","","61","61.09000","","",""
"Population living in urban areas (%)","Central African Republic","2010","Africa","","39","38.94000","","",""
"Population living in urban areas (%)","Chad","2010","Africa","","28","27.62000","","",""
"Population living in urban areas (%)","Chile","2010","Americas","","89","89.00000","","",""
"Population living in urban areas (%)","China","2010","Western Pacific","","47","47.25000","","",""
"Population living in urban areas (%)","Colombia","2010","Americas","","75","75.07000","","",""
"Population living in urban areas (%)","Comoros","2010","Africa","","28","28.19000","","",""
"Population living in urban areas (%)","Congo","2010","Africa","","62","62.12000","","",""
"Population living in urban areas (%)","Cook Islands","2010","Western Pacific","","75","75.31000","","",""
"Population living in urban areas (%)","Costa Rica","2010","Americas","","64","64.42000","","",""
"Population living in urban areas (%)","C?te d'Ivoire","2010","Africa","","51","50.56000","","",""
"Population living in urban areas (%)","Croatia","2010","Europe","","58","57.74000","","",""
"Population living in urban areas (%)","Cuba","2010","Americas","","75","75.23000","","",""
"Population living in urban areas (%)","Cyprus","2010","Europe","","70","70.32000","","",""
"Population living in urban areas (%)","Czech Republic","2010","Europe","","74","73.54000","","",""
"Population living in urban areas (%)","Democratic People's Republic of Korea","2010","South-East Asia","","60","60.22000","","",""
"Population living in urban areas (%)","Democratic Republic of the Congo","2010","Africa","","35","35.22000","","",""
"Population living in urban areas (%)","Denmark","2010","Europe","","87","86.87000","","",""
"Population living in urban areas (%)","Djibouti","2010","Eastern Mediterranean","","76","76.23000","","",""
"Population living in urban areas (%)","Dominica","2010","Americas","","67","67.24000","","",""
"Population living in urban areas (%)","Dominican Republic","2010","Americas","","69","69.18000","","",""
"Population living in urban areas (%)","Ecuador","2010","Americas","","67","66.95000","","",""
"Population living in urban areas (%)","Egypt","2010","Eastern Mediterranean","","43","43.40000","","",""
"Population living in urban areas (%)","El Salvador","2010","Americas","","64","64.30000","","",""
"Population living in urban areas (%)","Equatorial Guinea","2010","Africa","","40","39.70000","","",""
"Population living in urban areas (%)","Eritrea","2010","Africa","","22","21.58000","","",""
"Population living in urban areas (%)","Estonia","2010","Europe","","69","69.49000","","",""
"Population living in urban areas (%)","Ethiopia","2010","Africa","","17","16.66000","","",""
"Population living in urban areas (%)","Fiji","2010","Western Pacific","","52","51.86000","","",""
"Population living in urban areas (%)","Finland","2010","Europe","","85","85.09000","","",""
"Population living in urban areas (%)","France","2010","Europe","","85","85.25000","","",""
"Population living in urban areas (%)","Gabon","2010","Africa","","86","86.03000","","",""
"Population living in urban areas (%)","Gambia","2010","Africa","","58","58.15000","","",""
"Population living in urban areas (%)","Georgia","2010","Europe","","53","52.75000","","",""
"Population living in urban areas (%)","Germany","2010","Europe","","74","73.85000","","",""
"Population living in urban areas (%)","Ghana","2010","Africa","","51","51.47000","","",""
"Population living in urban areas (%)","Greece","2010","Europe","","61","61.41000","","",""
"Population living in urban areas (%)","Grenada","2010","Americas","","39","39.29000","","",""
"Population living in urban areas (%)","Guatemala","2010","Americas","","49","49.46000","","",""
"Population living in urban areas (%)","Guinea","2010","Africa","","35","35.36000","","",""
"Population living in urban areas (%)","Guinea-Bissau","2010","Africa","","30","30.00000","","",""
"Population living in urban areas (%)","Guyana","2010","Americas","","29","28.60000","","",""
"Population living in urban areas (%)","Haiti","2010","Americas","","52","52.09000","","",""
"Population living in urban areas (%)","Honduras","2010","Americas","","52","51.60000","","",""
"Population living in urban areas (%)","Hungary","2010","Europe","","68","68.09000","","",""
"Population living in urban areas (%)","Iceland","2010","Europe","","93","93.42000","","",""
"Population living in urban areas (%)","India","2010","South-East Asia","","30","30.01000","","",""
"Population living in urban areas (%)","Indonesia","2010","South-East Asia","","44","44.28000","","",""
